iShares Core S&P 500 ETF
Fund Holdings as of,"Jun 19, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"-"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","353,051,158.92","0.04","353,051,158.92","2,061,733.00","171.24","United States","NYSE","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","352,212,116.28","0.04","352,212,116.28","2,259,798.00","155.86","United States","NYSE","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","349,054,564.44","0.04","349,054,564.44","11,546,628.00","30.23","United States","NASDAQ","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","348,096,641.52","0.04","348,096,641.52","1,534,006.00","226.92","United States","NYSE","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","346,800,067.00","0.04","346,800,067.00","9,802,150.00","35.38","United States","NYSE","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","345,048,575.76","0.04","345,048,575.76","3,096,828.00","111.42","United States","NYSE","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","343,415,146.25","0.04","343,415,146.25","2,904,145.00","118.25","United States","NYSE","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","343,018,527.00","0.04","343,018,527.00","2,015,385.00","170.20","United States","NASDAQ","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","341,345,421.87","0.04","341,345,421.87","4,905,093.00","69.59","United States","NYSE","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","338,347,049.80","0.04","338,347,049.80","1,358,278.00","249.10","United States","Cboe BZX","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","333,389,443.31","0.04","333,389,443.31","1,931,237.00","172.63","United States","NYSE","USD","1.00","USD","-"
"FISV","FISERV INC","Financials","Equity","332,513,763.24","0.04","332,513,763.24","6,947,634.00","47.86","United States","NASDAQ","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","331,255,379.84","0.04","331,255,379.84","302,108.00","1,096.48","United States","NYSE","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","329,828,530.46","0.04","329,828,530.46","4,382,521.00","75.26","United States","NYSE","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","325,518,454.60","0.04","325,518,454.60","2,869,268.00","113.45","United States","NYSE","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","320,949,377.32","0.04","320,949,377.32","1,810,001.00","177.32","United States","NYSE","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","318,528,019.80","0.04","318,528,019.80","1,492,284.00","213.45","United States","NYSE","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","318,210,554.16","0.04","318,210,554.16","11,118,468.00","28.62","United States","NYSE","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","318,216,726.63","0.04","318,216,726.63","2,544,309.00","125.07","United States","NYSE","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","315,091,613.28","0.04","315,091,613.28","2,481,818.00","126.96","United States","NYSE","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","315,053,720.90","0.04","315,053,720.90","6,782,642.00","46.45","United States","NYSE","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","314,035,849.60","0.04","314,035,849.60","1,230,548.00","255.20","United States","NASDAQ","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","310,341,223.61","0.04","310,341,223.61","2,654,077.00","116.93","United States","NASDAQ","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","305,477,900.91","0.04","305,477,900.91","6,368,103.00","47.97","United States","NYSE","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","301,861,249.55","0.04","301,861,249.55","920,449.00","327.95","United States","NYSE","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","301,801,047.60","0.04","301,801,047.60","6,828,078.00","44.20","United States","NYSE","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","301,444,385.88","0.04","301,444,385.88","263,307.00","1,144.84","United States","NYSE","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","300,523,167.85","0.04","300,523,167.85","2,791,669.00","107.65","United States","NASDAQ","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","299,878,254.90","0.04","299,878,254.90","1,956,153.00","153.30","United States","NYSE","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","297,616,675.26","0.04","297,616,675.26","9,379,662.00","31.73","United States","NYSE","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","296,683,378.20","0.04","296,683,378.20","1,707,039.00","173.80","United States","NASDAQ","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","295,345,547.64","0.04","295,345,547.64","4,024,878.00","73.38","United States","NYSE","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","295,210,393.42","0.04","295,210,393.42","6,246,517.00","47.26","United States","NYSE","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","295,220,042.41","0.04","295,220,042.41","3,087,107.00","95.63","United States","NYSE","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","294,276,314.28","0.03","294,276,314.28","4,600,943.00","63.96","United States","NASDAQ","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","294,035,614.08","0.03","294,035,614.08","851,586.00","345.28","United States","NYSE","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","284,697,713.95","0.03","284,697,713.95","4,442,155.00","64.09","United States","NYSE","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","284,180,546.16","0.03","284,180,546.16","1,535,779.00","185.04","United States","NASDAQ","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","283,368,687.63","0.03","283,368,687.63","735,087.00","385.49","United States","NASDAQ","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","282,394,168.32","0.03","282,394,168.32","1,067,088.00","264.64","United States","NASDAQ","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","280,614,248.50","0.03","280,614,248.50","2,561,050.00","109.57","United States","NASDAQ","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","280,626,255.00","0.03","280,626,255.00","1,439,109.00","195.00","United States","NYSE","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","280,013,662.50","0.03","280,013,662.50","11,915,475.00","23.50","United States","NYSE","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","274,895,894.12","0.03","274,895,894.12","1,704,041.00","161.32","United States","NYSE","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","273,314,506.52","0.03","273,314,506.52","1,068,386.00","255.82","United States","NYSE","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","273,247,218.75","0.03","273,247,218.75","3,221,875.00","84.81","United States","NYSE","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","271,243,032.03","0.03","271,243,032.03","12,007,217.00","22.59","United States","NYSE","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","271,036,116.52","0.03","271,036,116.52","3,116,074.00","86.98","United States","NASDAQ","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","269,798,599.70","0.03","269,798,599.70","6,173,881.00","43.70","United States","NASDAQ","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","268,852,909.36","0.03","268,852,909.36","3,199,868.00","84.02","United States","NYSE","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","268,068,632.79","0.03","268,068,632.79","754,889.00","355.11","United States","NYSE","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","264,943,955.00","0.03","264,943,955.00","3,713,300.00","71.35","United States","NYSE","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","264,195,181.80","0.03","264,195,181.80","1,153,590.00","229.02","United States","NYSE","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","263,427,903.20","0.03","263,427,903.20","2,359,408.00","111.65","United States","NASDAQ","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","263,236,910.52","0.03","263,236,910.52","970,566.00","271.22","United States","NASDAQ","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","261,357,348.50","0.03","261,357,348.50","674,906.00","387.25","United States","NYSE","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","258,893,842.34","0.03","258,893,842.34","1,277,794.00","202.61","United States","NYSE","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","258,856,055.65","0.03","258,856,055.65","567,505.00","456.13","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","258,235,279.26","0.03","258,235,279.26","1,381,898.00","186.87","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","257,416,494.74","0.03","257,416,494.74","3,831,743.00","67.18","United States","NYSE","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","257,315,577.87","0.03","257,315,577.87","6,734,247.00","38.21","United States","NYSE","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","256,521,942.30","0.03","256,521,942.30","1,816,985.00","141.18","United States","NYSE","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","255,189,439.68","0.03","255,189,439.68","3,326,244.00","76.72","United States","NYSE","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","255,194,492.28","0.03","255,194,492.28","5,348,868.00","47.71","United States","NYSE","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","254,375,903.88","0.03","254,375,903.88","6,908,634.00","36.82","United States","NYSE","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","253,836,033.64","0.03","253,836,033.64","11,123,402.00","22.82","United States","NASDAQ","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","251,634,325.50","0.03","251,634,325.50","2,804,350.00","89.73","United States","NYSE","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","247,771,920.00","0.03","247,771,920.00","3,003,296.00","82.50","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","247,458,155.88","0.03","247,458,155.88","6,023,811.00","41.08","United States","NYSE","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","246,391,244.40","0.03","246,391,244.40","1,536,584.00","160.35","United States","NYSE","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","245,511,045.00","0.03","245,511,045.00","3,363,165.00","73.00","United States","NASDAQ","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","242,407,437.17","0.03","242,407,437.17","3,971,939.00","61.03","United States","NYSE","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","238,797,920.13","0.03","238,797,920.13","1,551,341.00","153.93","United States","NYSE","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","236,607,894.57","0.03","236,607,894.57","1,894,227.00","124.91","United States","NASDAQ","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","235,838,022.48","0.03","235,838,022.48","2,198,341.00","107.28","United States","NYSE","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","233,203,984.01","0.03","233,203,984.01","15,172,673.00","15.37","United States","NASDAQ","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","232,375,141.92","0.03","232,375,141.92","6,953,176.00","33.42","United States","NYSE","USD","1.00","USD","-"
"FDXF","FEDEX FREIGHT HOLDING COMPANY INC","Industrials","Equity","230,270,062.85","0.03","230,270,062.85","1,414,001.00","162.85","United States","NYSE","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","229,159,865.56","0.03","229,159,865.56","837,236.00","273.71","United States","NYSE","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","228,468,792.32","0.03","228,468,792.32","9,394,276.00","24.32","United States","NYSE","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","228,493,717.86","0.03","228,493,717.86","35,202.00","6,490.93","United States","NYSE","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","224,448,857.10","0.03","224,448,857.10","3,797,781.00","59.10","United States","NYSE","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","221,730,848.16","0.03","221,730,848.16","2,520,528.00","87.97","United States","NYSE","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","219,658,788.37","0.03","219,658,788.37","412,559.00","532.43","United States","NYSE","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","216,904,722.53","0.03","216,904,722.53","964,321.00","224.93","United States","NYSE","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","214,837,588.20","0.03","214,837,588.20","2,187,310.00","98.22","United States","NASDAQ","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","214,213,797.28","0.03","214,213,797.28","8,786,456.00","24.38","United States","NYSE","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","214,279,448.10","0.03","214,279,448.10","767,614.00","279.15","United States","NYSE","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","213,664,034.43","0.03","213,664,034.43","1,664,439.00","128.37","United States","NASDAQ","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","207,986,053.86","0.02","207,986,053.86","503,586.00","413.01","United States","NYSE","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","207,544,909.77","0.02","207,544,909.77","8,298,477.00","25.01","United States","NASDAQ","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","207,343,798.40","0.02","207,343,798.40","1,506,859.00","137.60","United States","NYSE","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","206,628,075.36","0.02","206,628,075.36","6,832,939.00","30.24","United States","NASDAQ","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","206,021,394.24","0.02","206,021,394.24","2,001,568.00","102.93","United States","NYSE","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","204,727,813.20","0.02","204,727,813.20","691,835.00","295.92","United States","NASDAQ","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","203,852,713.66","0.02","203,852,713.66","3,675,671.00","55.46","United States","NYSE","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","202,698,669.03","0.02","202,698,669.03","2,265,549.00","89.47","United States","NYSE","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","202,601,724.16","0.02","202,601,724.16","3,029,332.00","66.88","United States","NYSE","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","202,463,752.23","0.02","202,463,752.23","1,855,593.00","109.11","United States","NYSE","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES CLASS A","Materials","Equity","202,367,600.41","0.02","202,367,600.41","3,368,863.00","60.07","United States","NYSE","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","202,292,865.21","0.02","202,292,865.21","7,120,481.00","28.41","United States","NYSE","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","201,676,605.06","0.02","201,676,605.06","6,577,841.00","30.66","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","200,920,482.50","0.02","200,920,482.50","1,516,381.00","132.50","United States","NYSE","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","200,224,042.20","0.02","200,224,042.20","3,468,885.00","57.72","United States","NYSE","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","199,173,496.34","0.02","199,173,496.34","1,769,173.00","112.58","United States","NYSE","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","195,494,367.22","0.02","195,494,367.22","2,628,319.00","74.38","United States","NYSE","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","194,908,013.40","0.02","194,908,013.40","1,793,082.00","108.70","United States","NYSE","USD","1.00","USD","-"
"SATS","ECHOSTAR CORP CLASS A","Communication","Equity","193,835,483.46","0.02","193,835,483.46","1,775,538.00","109.17","United States","NASDAQ","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","190,367,127.27","0.02","190,367,127.27","2,547,399.00","74.73","United States","NYSE","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","189,266,384.16","0.02","189,266,384.16","3,884,778.00","48.72","United States","NYSE","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","185,900,405.56","0.02","185,900,405.56","1,536,748.00","120.97","United States","NYSE","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","175,836,437.75","0.02","175,836,437.75","2,026,933.00","86.75","United States","NYSE","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","175,693,807.56","0.02","175,693,807.56","8,982,301.00","19.56","United States","NYSE","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","175,549,434.32","0.02","175,549,434.32","1,638,811.00","107.12","United States","NYSE","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","175,575,694.08","0.02","175,575,694.08","2,757,156.00","63.68","United States","NYSE","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","174,159,424.14","0.02","174,159,424.14","7,202,623.00","24.18","United States","NASDAQ","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","173,041,765.99","0.02","173,041,765.99","515,573.00","335.63","United States","NYSE","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","172,741,840.56","0.02","172,741,840.56","1,011,606.00","170.76","United States","NYSE","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","172,685,668.50","0.02","172,685,668.50","1,504,886.00","114.75","United States","NASDAQ","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","172,633,226.72","0.02","172,633,226.72","3,839,707.00","44.96","United States","NYSE","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","167,546,845.05","0.02","167,546,845.05","2,542,055.00","65.91","United States","NASDAQ","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","165,616,433.60","0.02","165,616,433.60","2,154,220.00","76.88","United States","NASDAQ","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","163,097,996.10","0.02","163,097,996.10","820,495.00","198.78","United States","NYSE","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","162,526,284.48","0.02","162,526,284.48","5,775,632.00","28.14","United States","NYSE","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","161,550,694.64","0.02","161,550,694.64","1,578,877.00","102.32","United States","NYSE","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","161,597,319.18","0.02","161,597,319.18","621,863.00","259.86","United States","NYSE","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","160,248,520.32","0.02","160,248,520.32","5,320,336.00","30.12","United States","NASDAQ","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","158,129,221.72","0.02","158,129,221.72","996,529.00","158.68","United States","NYSE","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","158,009,206.08","0.02","158,009,206.08","867,801.00","182.08","United States","NASDAQ","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","156,482,915.28","0.02","156,482,915.28","2,105,529.00","74.32","United States","NYSE","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","154,633,520.80","0.02","154,633,520.80","3,315,470.00","46.64","United States","NYSE","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","154,038,972.26","0.02","154,038,972.26","1,389,491.00","110.86","United States","NYSE","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","153,240,126.75","0.02","153,240,126.75","549,425.00","278.91","United States","NYSE","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","152,491,722.95","0.02","152,491,722.95","1,364,335.00","111.77","United States","NASDAQ","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","152,110,779.93","0.02","152,110,779.93","4,605,231.00","33.03","United States","NASDAQ","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","151,464,302.60","0.02","151,464,302.60","1,581,047.00","95.80","United States","NYSE","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","149,550,715.51","0.02","149,550,715.51","1,119,643.00","133.57","United States","NYSE","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","149,308,752.00","0.02","149,308,752.00","3,037,200.00","49.16","United States","NASDAQ","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","147,687,583.68","0.02","147,687,583.68","1,742,832.00","84.74","United States","NASDAQ","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","146,445,855.53","0.02","146,445,855.53","513,071.00","285.43","United States","NYSE","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","146,455,087.50","0.02","146,455,087.50","620,625.00","235.98","United States","NASDAQ","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","145,350,000.00","0.02","145,350,000.00","1,453,500.00","100.00","United States","NYSE","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","144,663,651.79","0.02","144,663,651.79","1,917,853.00","75.43","United States","NYSE","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","144,691,148.52","0.02","144,691,148.52","3,852,267.00","37.56","United States","NYSE","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","142,734,720.87","0.02","142,734,720.87","1,309,613.00","108.99","United States","NYSE","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","142,422,644.70","0.02","142,422,644.70","1,965,806.00","72.45","United States","NASDAQ","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","137,543,363.75","0.02","137,543,363.75","1,089,625.00","126.23","United States","NASDAQ","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","136,147,068.70","0.02","136,147,068.70","9,312,385.00","14.62","United States","NYSE","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","135,745,352.16","0.02","135,745,352.16","2,598,992.00","52.23","United States","NASDAQ","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","133,827,060.51","0.02","133,827,060.51","6,728,359.00","19.89","United States","NYSE","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","132,904,708.56","0.02","132,904,708.56","1,725,139.00","77.04","United States","NYSE","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","132,015,283.55","0.02","132,015,283.55","3,994,411.00","33.05","United States","NYSE","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","131,535,864.64","0.02","131,535,864.64","902,414.00","145.76","United States","NASDAQ","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","124,818,463.60","0.01","124,818,463.60","1,929,188.00","64.70","United States","NYSE","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","124,585,226.17","0.01","124,585,226.17","398,711.00","312.47","United States","NASDAQ","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","123,574,074.72","0.01","123,574,074.72","1,026,448.00","120.39","United States","NYSE","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","121,601,116.56","0.01","121,601,116.56","5,949,174.00","20.44","United States","NYSE","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","120,184,052.48","0.01","120,184,052.48","4,754,116.00","25.28","United States","NASDAQ","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","118,593,677.84","0.01","118,593,677.84","2,046,836.00","57.94","United States","NASDAQ","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","117,467,038.24","0.01","117,467,038.24","2,507,836.00","46.84","United States","NYSE","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","116,848,586.40","0.01","116,848,586.40","925,680.00","126.23","United States","NASDAQ","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","116,100,265.00","0.01","116,100,265.00","627,569.00","185.00","United States","NYSE","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","115,309,781.69","0.01","115,309,781.69","1,092,673.00","105.53","United States","NASDAQ","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","112,939,873.67","0.01","112,939,873.67","1,401,413.00","80.59","United States","NYSE","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","111,210,546.92","0.01","111,210,546.92","872,308.00","127.49","United States","NYSE","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","105,031,979.15","0.01","105,031,979.15","474,635.00","221.29","United States","NYSE","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","103,928,259.33","0.01","103,928,259.33","2,036,611.00","51.03","United States","NYSE","USD","1.00","USD","-"
